HEIGHT_M,GIRTH,AGE_CLASS,POPULAR_NAME,LATITUDE,LONGITUDE
"15-20m.","50-100cm","Mature","Jersey Elm",56.4647534988525,-2.86509588547896
"15-20m.","25-50cm","Mature","Norway maple",56.4702901623948,-2.84915235275174
"5-10m.","5-10cm.",,"Common lime",56.4737243985613,-2.94025004905382
"5-10m.","15-20cm.",,"Common lime",56.473570581996,-2.94012373312768
"5-10m.","15-20cm.",,"Common lime",56.4734270210902,-2.9400056616694
"5-10m.","15-20cm.",,"Common lime",56.4732833409252,-2.93988480029345
"5-10m.","25-50cm","Immature","Small-leaved lime",56.4731500337325,-2.93978055821921
"5-10m.","15-20cm.",,"Common lime",56.4730215069985,-2.93966539530112
"5-10m.","15-20cm.",,"Common lime",56.4728779254793,-2.93954999006377
"5-10m.","15-20cm.",,"Common lime",56.472786182645,-2.93946782549022
"5-10m.","15-20cm.",,"Common lime",56.4726631126122,-2.9393689079195
"5-10m.","15-20cm.",,"Common lime",56.4725282927462,-2.93926437428704
"5-10m.","5-10cm.",,"Common lime",56.4722675758395,-2.93904487671176
"5-10m.","15-20cm.",,"Common lime",56.4722063942854,-2.93899581454022
"5-10m.","15-20cm.",,"Rowan",56.4720863116454,-2.93889164736667
"5-10m.","15-20cm.",,"Common lime",56.4717259222451,-2.93859778863386
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.4811137939138,-2.91849720805293
"20-25m.","25-50cm","Semi-mature","Jersey Elm",56.4811115845267,-2.9179923145446
"20-25m.","25-50cm","Semi-mature","Jersey Elm",56.4811581168752,-2.91732575954179
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.4812747511969,-2.91722653148312
"20-25m.","70","Semi-mature","Jersey Elm",56.4812451605698,-2.91680690619742
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.4815047750765,-2.91625998600339
"0-5m.","15-20cm.",,"Rowan",56.4693740101825,-2.91429883548318
"0-5m.","15-20cm.",,"Rowan",56.4693837148287,-2.91419168916214
"5-10m.","30","Semi-mature","Field Maple",56.4694428246245,-2.91423606195614
"5-10m.","30","Semi-mature","Field Maple",56.4695183782433,-2.91446874521993
"5-10m.","30","Semi-mature","Common lime",56.4693561666149,-2.9140093536527
"0-5m.","15-20cm.","Semi-mature","Rowan",56.4694134909221,-2.91389261365454
"0-5m.","15-20cm.","Semi-mature","Rowan",56.469486508717,-2.91406617614213
"0-5m.","15-20cm.","Semi-mature","Rowan",56.4695231525196,-2.91393283184204
"0-5m.","15-20cm.","Semi-mature","Rowan",56.4697590780465,-2.91418010799809
"5-10m.","30","Semi-mature","Rowan",56.4698075676597,-2.91405241660203
"5-10m.","30","Semi-mature",,56.4695751039154,-2.91403822187709
"5-10m.","5-10cm.",,"Common lime",56.4738650923972,-2.94035739812514
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.4812851557396,-2.91943584412883
"20-25m.","70","Semi-mature","Jersey Elm",56.4811712633029,-2.9191645570241
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.4812014311629,-2.91830061139688
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.4818952152212,-2.91542984156723
"20-25m.","70","Semi-mature","Jersey Elm",56.48196882239,-2.91512011014905
"0-5m.","5-10cm.","Young","Rowan",56.481994376552,-2.91528184821178
"0-5m.","5-10cm.","Young","Rowan",56.48206334975,-2.91519757660019
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.4822241131501,-2.91475567117262
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.4823998153264,-2.91470619117622
"5-10m.","15-20cm.",,"Himalayan birch",56.4824229877421,-2.91438449941869
"5-10m.","15-20cm.",,"Himalayan birch",56.4825234185998,-2.91446747782947
"0-5m.","5-10cm.","Young","Rowan",56.4821421753775,-2.90880761273631
"5-10m.","25-50cm","Semi-mature","Rowan",56.4822261579441,-2.9087022047587
"5-10m.","25-50cm","Semi-mature","Rowan",56.4820684582306,-2.90832248109336
"5-10m.","15-20cm.",,"Himalayan birch",56.4819346794647,-2.90801881032272
"0-5m.","5-10cm.","Young","Rowan",56.481806298091,-2.90769349978987
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.4816698684448,-2.90765599843401
"5-10m.","25-50cm","Semi-mature","Rowan",56.4816664378334,-2.9073121909691
"5-10m.","5-10cm.",,"Silver birch",56.4814958286483,-2.90707180861777
"0-5m.","5-10cm.","Young","Rowan",56.4828273981797,-2.91314181585006
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.482984958883,-2.91287129821194
"0-5m.","5-10cm.","Young","Rowan",56.4829221788663,-2.91263663364207
"5-10m.","15-20cm.",,"Himalayan birch",56.4830132289673,-2.9126388197015
"10-15m.","30","Immature","Silver birch",56.4554097212353,-3.01094295095511
"5-10m.","15-20cm.",,"Sweet cherry",56.4553448350489,-3.01088218943369
"15-20m.","30","Immature","Sycamore",56.4685629225989,-2.922578447096
"10-15m.","30","Immature","Sycamore",56.4685706191461,-2.9231613066989
"5-10m.","30","Immature","Sycamore",56.468571175102,-2.92338062787579
"5-10m.","5-10cm.",,"Rowan",56.4684318625934,-2.92461251119969
"5-10m.","5-10cm.",,"Rowan",56.4684329310911,-2.92476269326476
"5-10m.","30","Immature","Sycamore",56.4685849696717,-2.92475956087973
"5-10m.","25-50cm","Immature","Sycamore",56.4685799565972,-2.92495311360519
"20-25m.","99","Mature","Wych Elm",56.4685818713578,-2.92513643207299
"20-25m.","99","Mature","Wych Elm",56.4685828950446,-2.92529254090128
"0-5m.","5-10cm.","Young","Rowan",56.4830302849233,-2.91135000527953
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.482958384572,-2.91080653415576
"0-5m.","5-10cm.","Young","Rowan",56.4828488686065,-2.91073533462272
"5-10m.","15-20cm.",,"Himalayan birch",56.4827738754591,-2.91009578786727
"0-5m.","5-10cm.","Young","Rowan",56.4827269837303,-2.90995290016604
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.4825331245353,-2.90948195065827
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.4823855697658,-2.90942356063151
"0-5m.","5-10cm.","Young","Rowan",56.4822843261774,-2.90887546087843
"5-10m.","15-20cm.",,"Himalayan birch",56.481504752221,-2.90666384921951
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.4814479137727,-2.90630802867158
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.4812814950884,-2.90549300596119
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.4812774379556,-2.90441877825349
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.4812797445342,-2.90328553899024
"5-10m.","25-50cm","Semi-mature","Whitebeam",56.4812937898328,-2.9021163543108
"10-15m.","70","Semi-mature","Plum spp",56.4693142886486,-2.9226515491182
"10-15m.","25-50cm","Immature","Sycamore",56.4693801941354,-2.92298065614284
"10-15m.","70","Semi-mature","Plum spp",56.469550527852,-2.92386366260656
"10-15m.","70","Semi-mature","Plum spp",56.4696680347275,-2.92444637207988
"10-15m.","70","Semi-mature","Plum spp",56.4697599971882,-2.92486739265138
"10-15m.","25-50cm","Immature","Sycamore",56.46978693882,-2.92484120262025
"10-15m.","70","Semi-mature","Plum spp",56.4698562898607,-2.92510597278222
"10-15m.","70","Semi-mature","Plum spp",56.4699127280106,-2.92547952907046
"0-5m.","5-10cm.","Young","Field Maple",56.4699795467489,-2.92568517985704
"5-10m.","30","Immature","Sycamore",56.4682994232836,-2.91095742094353
"10-15m.","25-50cm",,"Wych Elm",56.4683052984546,-2.91313465573318
"5-10m.","30",,"Common lime",56.468306950643,-2.91365323837148
"20-25m.","99","Mature","Wych Elm",56.4683088930612,-2.91472593424507
"10-15m.","70","Mature","Wych Elm",56.4684401495177,-2.91472316389026
"10-15m.","70","Mature","Wych Elm",56.4684432494719,-2.91667492261071
"5-10m.","15-20cm.",,"Wych Elm",56.4683171441875,-2.91781866154119
"10-15m.","25-50cm","Immature","Wych Elm",56.4684477411515,-2.91805297442001
"10-15m.","25-50cm","Immature","Wych Elm",56.4684547845785,-2.91946545340561
"10-15m.","30","Immature","Common lime",56.468580465408,-2.92605829807731
"20-25m.","99","Mature","Wych Elm",56.4685827903644,-2.92633298339887
"20-25m.","99","Mature","Wych Elm",56.4684271596299,-2.92637781315963
"20-25m.","99","Mature","Wych Elm",56.4684321586891,-2.92721122408114
"20-25m.","99","Mature","Wych Elm",56.4685966195714,-2.92744837169813
"20-25m.","99","Mature","Wych Elm",56.4684347024946,-2.92745627769333
"20-25m.","99","Mature","Wych Elm",56.4685933404166,-2.92759449700859
"5-10m.","15-20cm.","Mature","Tulip tree",56.493875095327,-2.96105292115445
"10-15m.","30","Mature",,56.4651008431284,-3.00037805741871
"5-10m.","30","Mature","Plum spp",56.4648046340019,-3.00005058628037
"5-10m.","15-20cm.","Mature","Plum spp",56.4648545827521,-3.00012168859764
"5-10m.","30","Mature","Plum spp",56.4648462744896,-3.00004631264522
"10-15m.","25-50cm","Immature","Scots pine (native)",56.4563466135521,-3.00865883860584
"0-5m.","30",,"Rowan",56.4563739799869,-3.01004430270081
"5-10m.","30",,"Rowan",56.4563699169004,-3.01017837494652
"5-10m.","30",,"Rowan",56.4563657226188,-3.01032854529288
"5-10m.","30","Mature","Plum spp",56.464850371816,-3.00101273132164
"5-10m.","30","Mature","Plum spp",56.464806366042,-3.00094178421904
"5-10m.","30","Mature","Plum spp",56.4649648480274,-3.0015579533847
"5-10m.","30","Mature","Whitebeam",56.4648655666131,-3.00207607379171
"5-10m.","15-20cm.","Semi-mature","Rowan",56.4649062104848,-3.00219524938286
"5-10m.","30","Mature",,56.4647773648905,-2.9992318952319
"0-5m.","15-20cm.","Mature","Plum spp",56.4653718049342,-2.99996151708889
"15-20m.","30","Mature","European ash",56.4659342552345,-3.00123728939744
"0-5m.","15-20cm.",,"Apple spp",56.4556190339946,-2.98541861061819
"15-20m.","30","Mature","Larch",56.463111273312,-3.00489024605341
"5-10m.","30","Mature","Plum spp",56.4633826364149,-3.00321472119161
"5-10m.","5-10cm.","Young","Plum spp",56.4630503939547,-3.00337179188557
"25-30m.","100-150cm","Mature","Atlas cedar",56.4555443792158,-3.00909678969765
"20-25m.","99","Semi-mature","European beech",56.4553474491591,-3.00919354143741
"20-25m.","25-50cm","Immature","Scots pine (native)",56.455580782771,-3.00973643906894
"20-25m.","99","Semi-mature","European ash",56.4556495575672,-3.00968459305921
"10-15m.","25-50cm","Immature",,56.4563556266385,-3.00974325221057
"10-15m.","25-50cm","Immature",,56.455882080876,-3.01082721314967
"5-10m.","30","Immature","Whitebeam",56.4556732481308,-3.01065301819633
"5-10m.","15-20cm.",,"Rowan",56.455644497153,-3.01053417832202
"10-15m.","25-50cm","Immature","Rowan",56.4556337481677,-3.01039434825064
"15-20m.","25-50cm","Immature","European alder",56.4555745845469,-3.00999561246257
"10-15m.","25-50cm","Immature","Sycamore",56.455568707115,-3.01088102650907
"0-5m.","5-10cm.",,"Common lime",56.4622563930955,-3.00232335296671
"0-5m.","15-20cm.","Immature","Rowan",56.462257779879,-3.00215161256211
"10-15m.","15-20cm.",,"Himalayan birch",56.4622587331548,-3.00203354102509
"15-20m.","70","Immature","Wych Elm",56.4622684267181,-3.00193717180132
"10-15m.","15-20cm.",,"Himalayan birch",56.4622577980913,-3.00178121901944
"15-20m.","70","Immature","Wych Elm",56.4621426564228,-3.00168693071364
"5-10m.","15-20cm.",,"Sycamore",56.4622615056827,-3.0016900601491
"0-5m.","5-10cm.","Young","Plum spp",56.4616938685922,-3.00473376346749
"5-10m.","15-20cm.",,"Sycamore",56.461363705094,-3.00446779654407
"5-10m.","30","Immature","Sycamore",56.4612384012263,-3.00418580460034
"15-20m.","25-50cm","Immature","Sycamore",56.4605601156911,-3.00374452409025
"10-15m.","25-50cm","Immature","Wych Elm",56.4604959995482,-3.00396791861143
"5-10m.","15-20cm.",,"Sycamore",56.4648327297767,-2.99894889362538
"5-10m.","30","Immature","Sycamore",56.4644154272078,-2.99873393807208
"10-15m.","50-100cm","Mature","Sycamore",56.4629478204118,-3.00574227150285
"10-15m.","50-100cm","Mature","Sycamore",56.4627694827515,-3.00557526804527
"10-15m.","100-150cm","Mature","Sycamore",56.462698016176,-3.005524692449
"10-15m.","100-150cm","Mature","Sycamore",56.4625015815499,-3.00537344159815
"10-15m.","25-50cm","Immature","Sycamore",56.4623497042696,-3.00500187991234
"10-15m.","25-50cm","Immature","Sycamore",56.4622875818515,-3.00497880095607
"0-5m.","5-10cm.","Young","Plum spp",56.4621892924923,-3.00510553076169
"10-15m.","25-50cm","Immature","Sycamore",56.4621814829116,-3.00489024716956
"0-5m.","5-10cm.","Young","Plum spp",56.4621178419913,-3.00505470818357
"10-15m.","25-50cm","Immature","Sycamore",56.462054488446,-3.00481722021254
"5-10m.","15-20cm.",,"Rowan",56.4621632194813,-3.00429096022118
"5-10m.","15-20cm.",,"Sycamore",56.4619497942082,-3.00492164288822
"5-10m.","15-20cm.",,"Sycamore",56.4619691113323,-3.00473457411016
"10-15m.","25-50cm","Immature","Sycamore",56.4618791627768,-3.00485010504541
"10-15m.","30","Immature","Sycamore",56.4618688150425,-3.00466225316057
"10-15m.","25-50cm","Immature","Sycamore",56.4585131428511,-2.99828411719383
"10-15m.","30","Immature","Sycamore",56.4582724123697,-2.99729817429212
"10-15m.","30","Immature","Sycamore",56.4582259387806,-2.99717370213567
"10-15m.","30","Immature","Sycamore",56.4581647617711,-2.99703276839751
"10-15m.","30","Immature","Sycamore",56.4580977807354,-2.99687560649087
"10-15m.","30","Immature","Sycamore",56.4600425764893,-3.0027856576753
"15-20m.","25-50cm","Immature","Sycamore",56.4598806950467,-3.00225619846898
"15-20m.","25-50cm","Immature","Sycamore",56.4598865434651,-3.00160358932457
"15-20m.","25-50cm","Immature","Sycamore",56.4598493195414,-3.00143647721752
"15-20m.","25-50cm","Immature","Sycamore",56.4597973926688,-3.00125290121279
"15-20m.","25-50cm","Immature","Sycamore",56.4596959704506,-3.00131990009464
"0-5m.","5-10cm.","Young","Turkish Hazel",56.4597687651848,-3.00112352967057
"15-20m.","25-50cm","Immature","Sycamore",56.4596584003761,-3.00119565259183
"15-20m.","25-50cm","Immature","Sycamore",56.4596234941376,-3.00110898891049
"5-10m.","15-20cm.","Young","Field Maple",56.4599403506981,-3.01432001979017
"0-5m.","5-10cm.","Young","Turkish Hazel",56.4598839761833,-3.01468293656144
"5-10m.","5-10cm.","Young","Field Maple",56.4598369419867,-3.01525307983984
"10-15m.","30","Immature","Sycamore",56.4595755862232,-3.01861117352402
"5-10m.","15-20cm.",,"Field Maple",56.4595363134782,-3.0188772252245
"5-10m.","5-10cm.",,"Field Maple",56.4595010429086,-3.01919782446017
"5-10m.","15-20cm.",,"Rowan",56.4594705933239,-3.01974412231983
"10-15m.","30","Immature","Sycamore",56.4594410620117,-3.02122955838055
"10-15m.","25-50cm","Immature","Sycamore",56.4594321594185,-3.02113955524911
"10-15m.","30","Immature","Sycamore",56.4594033022819,-3.02088049424754
"0-5m.","5-10cm.","Young","Field Maple",56.4593816470671,-3.02070659436989
"0-5m.","5-10cm.","Young","Field Maple",56.4596717833884,-3.01764502973001
"5-10m.","5-10cm.",,"Rowan",56.4597295917812,-3.01693819649075
"0-5m.","5-10cm.","Young","Turkish Hazel",56.4597269308491,-3.01671974230418
"5-10m.","5-10cm.",,"Field Maple",56.4597279573359,-3.01632270728605
"0-5m.","5-10cm.","Young","European hornbeam",56.4597295105037,-3.01604240978717
"5-10m.","5-10cm.","Young","Field Maple",56.4597316089577,-3.01551410558508
"5-10m.","15-20cm.","Young","Turkish Hazel",56.459737766793,-3.01512406950085
"5-10m.","5-10cm.","Young","Field Maple",56.4597564292014,-3.01483752943016
"0-5m.","5-10cm.","Young","Rowan",56.4608102949056,-3.00541435661437
"0-5m.","5-10cm.","Young","Rowan",56.4608093384306,-3.00553242353549
"5-10m.","15-20cm.","Young","Rowan",56.4607886443379,-3.00597740600573
"5-10m.","30","Immature","Sycamore",56.4607806725253,-3.00604429300538
"0-5m.","5-10cm.","Young","Field Maple",56.4607713737064,-3.00627486346409
"0-5m.","5-10cm.","Young","Turkish Hazel",56.4599628583708,-3.01357385071635
"0-5m.","5-10cm.","Young","Field Maple",56.4600031494703,-3.01337095081658
"10-15m.","25-50cm","Immature","Wych Elm",56.4600249557562,-3.01324807405235
"5-10m.","5-10cm.",,"Turkish Hazel",56.4600496893364,-3.01313064282678
"0-5m.","5-10cm.","Young","Field Maple",56.4600938268499,-3.01282048979474
"5-10m.","5-10cm.",,"Turkish Hazel",56.4601134248812,-3.01265436701284
"10-15m.","25-50cm","Immature","Sycamore",56.4601322592376,-3.01253141039808
"5-10m.","5-10cm.",,"Turkish Hazel",56.4601459069027,-3.012389953683
"0-5m.","5-10cm.","Young","Turkish Hazel",56.4607641230349,-3.00649366161859
"0-5m.","5-10cm.","Young","Turkish Hazel",56.460702937469,-3.00738419061677
"10-15m.","30","Immature","Turkish Hazel",56.460664298435,-3.00775086233595
"5-10m.","5-10cm.",,"Field Maple",56.4606451933712,-3.00790774032246
"5-10m.","5-10cm.",,"Field Maple",56.4606033853788,-3.00829848209122
"5-10m.","5-10cm.","Young","Rowan",56.4605758353278,-3.00858022683093
"10-15m.","30",,"Sycamore",56.4605405566208,-3.00889867515792
"5-10m.","5-10cm.",,"Field Maple",56.4604989855381,-3.00925989827384
"5-10m.","5-10cm.",,"Field Maple",56.4604570758578,-3.00966261530735
"5-10m.","5-10cm.","Young","Field Maple",56.4604279364908,-3.00995668318927
"0-5m.","5-10cm.","Young","Turkish Hazel",56.4607879697675,-3.00450123655701
"0-5m.","5-10cm.","Young","Rowan",56.4607966399256,-3.00489868452493
"5-10m.","15-20cm.","Young","Field Maple",56.460807047364,-3.00508146553165
"0-5m.","5-10cm.","Young","Rowan",56.4608115120751,-3.00526408961338
"5-10m.","15-20cm.",,"Field Maple",56.4601886466842,-3.01285391938378
"5-10m.","15-20cm.",,"Rowan",56.4601330372647,-3.01321450778721
"5-10m.","15-20cm.",,"Turkish Hazel",56.4600901964007,-3.01345367801186
"5-10m.","15-20cm.",,"Field Maple",56.4600387149631,-3.01373130803487
"0-5m.","5-10cm.","Young","Rowan",56.4599701698417,-3.01413141606424
"5-10m.","30","Semi-mature","Rowan",56.4648222889808,-3.00265106945319
"5-10m.","15-20cm.","Semi-mature","Whitebeam",56.4648634526181,-3.00270583846344
"0-5m.","15-20cm.","Semi-mature","Whitebeam",56.4650077419845,-3.00287069456183
"0-5m.","5-10cm.","Semi-mature","Rowan",56.4650838229776,-3.00301764801772
"5-10m.","30","Semi-mature","Rowan",56.465101387651,-3.00231484672192
"5-10m.","30","Mature","Plum spp",56.4652363248266,-3.001797662785
"5-10m.","30","Mature","Plum spp",56.4651719973649,-3.0016671260254
"5-10m.","15-20cm.","Young","European ash",56.4887595308655,-2.94162928952732
"25-30m.",,"Mature","Common lime",56.4888062513482,-2.94156677697797
"25-30m.",,"Mature","Common lime",56.4888462634337,-2.94155745456136
"25-30m.",,"Mature","Common lime",56.4889099406221,-2.94153937588343
"25-30m.",,"Mature",,56.4889986205986,-2.94152456379409
"25-30m.",,"Mature","Common lime",56.4890748154693,-2.94150926183216
"25-30m.",,"Mature","Common lime",56.4891460738578,-2.94151790312564
"25-30m.",,"Mature","Common lime",56.4891839627796,-2.94153775053661
"25-30m.",,"Mature","Common lime",56.489178206299,-2.94141899872497
"5-10m.","15-20cm.",,"Common lime",56.489216743125,-2.94241587628225
"5-10m.","15-20cm.","Young","English walnut",56.4891769918657,-2.94239082487242
"10-15m.",,"Semi-mature","European alder",56.4891358723842,-2.94242074669333
"10-15m.",,"Semi-mature","European alder",56.4888503694973,-2.94244804585037
"10-15m.",,"Semi-mature","European alder",56.4887818983722,-2.94244806678677
"10-15m.",,"Semi-mature","European alder",56.4888475445623,-2.94231905386805
"10-15m.","30","Young","English walnut",56.4887755468963,-2.94231510275399
"5-10m.","30","Young","Norway maple",56.4887747224719,-2.94211044063668
"5-10m.","30","Young","Norway maple",56.4887677940705,-2.94202088320226
"5-10m.","15-20cm.",,"Mountain ash spp",56.4887528436698,-2.9417351661448
"15-20m.",,"Semi-mature","Larch",56.485599133999,-2.92001375679395
"5-10m.","15-20cm.","Mature",,56.4932485081665,-2.95969616127527
"10-15m.","30","Mature","Willow",56.4931577549002,-2.96006531025284
"0-5m.","5-10cm.","Mature","Plum spp",56.4933933651178,-2.96061516522292
"0-5m.","5-10cm.","Mature",,56.4935107489734,-2.96097482699248
"10-15m.","30","Mature","Silver birch",56.4936200014019,-2.96085153994569
"5-10m.","15-20cm.","Mature","Plum spp",56.49362048867,-2.96098028435387
"5-10m.","15-20cm.","Immature","Silver birch",56.493813680261,-2.96112914379007
"15-20m.","25-50cm","Immature","Sycamore",56.459961311866,-3.00366241104437
"10-15m.","30","Immature","Sycamore",56.4600597046362,-3.00323627618461
"15-20m.","25-50cm","Immature","Sycamore",56.4599414353247,-3.00318492543899
"10-15m.","30","Immature","Sycamore",56.460050350298,-3.0029251999589
"10-15m.","25-50cm","Immature","Sycamore",56.4586497303243,-2.99827162419735
"5-10m.","15-20cm.","Immature","Rowan",56.4621688194665,-3.00359863373342
"5-10m.","15-20cm.","Immature","Rowan",56.462290683282,-3.0035964806377
"5-10m.","15-20cm.",,"Sycamore",56.4621671933942,-3.00343218229251
"20-25m.","99","Semi-mature","Common lime",56.4622863029186,-3.00340311584253
"5-10m.","15-20cm.",,"Sycamore",56.4622734857188,-3.00315048025164
"5-10m.","15-20cm.",,"Sycamore",56.4621515351522,-3.00316336851796
"5-10m.","15-20cm.",,"Sycamore",56.4622691480283,-3.002951748699
"10-15m.","30","Immature","Rowan",56.4621501253418,-3.00297008280789
"10-15m.","30",,"Himalayan birch",56.4622645932202,-3.00277985162725
"0-5m.","5-10cm.","Young","Common lime",56.4621491054633,-3.00272849526477
"5-10m.","15-20cm.",,"Sycamore",56.4621445069932,-3.00256196562984
"10-15m.","15-20cm.",,"Himalayan birch",56.462263616324,-3.00253289647008
"0-5m.","5-10cm.",,"Common lime",56.462146154162,-3.00235802451216
"5-10m.","15-20cm.",,"Mountain ash spp",56.4518205081297,-2.98618508630392
"5-10m.","15-20cm.",,"Mountain ash spp",56.4518559925809,-2.98620747203682
"5-10m.","15-20cm.",,"Mountain ash spp",56.4518050549223,-2.98625981749109
"5-10m.","15-20cm.",,"Mountain ash spp",56.4518404540749,-2.98629293417435
"5-10m.","15-20cm.",,"Mountain ash spp",56.4517925729205,-2.98633462562391
"5-10m.","15-20cm.",,"Mountain ash spp",56.4518250434485,-2.98636229991331
"5-10m.","15-20cm.",,"Mountain ash spp",56.4517831047716,-2.98640414528302
"5-10m.","15-20cm.",,"Mountain ash spp",56.4518156179326,-2.98642645418325
"5-10m.","15-20cm.",,"Mountain ash spp",56.4517676940834,-2.98647351087201
"5-10m.","15-20cm.",,"Mountain ash spp",56.4518031358305,-2.98650126228101
"5-10m.","15-20cm.","Immature","Sycamore",56.4593689899916,-2.97700269459484
"10-15m.","30","Immature","Sycamore",56.459396672616,-2.9771420186325
"10-15m.","30","Immature","Sycamore",56.4592997643752,-2.97726607188726
"5-10m.","30","Immature","Sycamore",56.4592655633771,-2.97722360958346
"5-10m.","15-20cm.","Immature","Sycamore",56.4592427354248,-2.97719876603786
"10-15m.","15-20cm.","Immature","Sycamore",56.4592065888832,-2.97715971920273
"10-15m.","30","Immature","Sycamore",56.4591741969833,-2.97713116479696
"10-15m.","30","Immature","Sycamore",56.4591393088632,-2.97708175449895
"10-15m.","30","Immature","Sycamore",56.4590879799891,-2.97702152619084
"10-15m.","30","Immature","Sycamore",56.4590613155102,-2.97699658436589
"0-5m.","5-10cm.","Young","Rowan",56.4590905800437,-2.9769349604316
